Date,User,Tweet,text,tokenize_text,polarity
2014-05-10 04:40:39+00:00,INCIndia,Kashi is wrapped in tricolour today #KashiKiRaiAjaiRai http://t.co/c6gNghGxUB,kashi is wrapped in tricolour today,kashi wrapped tricolour today,0.0
2014-05-10 04:29:06+00:00,INCIndia,Rahul Gandhi's Jan Sampark Abhiyan from Gol Gadda Chauraha to Lanka in Varanasi today #KashiKiRaiAjaiRai http://t.co/dFmlkJyJ6R,Rahul Gandhi's public relations campaign from Gol Gadda Chauraha to Lanka in Varanasi today,Rahul Gandhi public relation campaign Gol Gadda Chauraha Lanka Varanasi today,0.0
2014-05-10 04:21:29+00:00,INCIndia,People at Rahul Gandhi's  road show in Varanasi #KashiKiRaiAjaiRai http://t.co/9MIGkN4bWc,people at rahul gandhis  road show in varanasi,people rahul gandhi road show varanasi,0.0
2014-05-10 03:56:16+00:00,INCIndia,#RahulGandhi's road show in Varanasi with @kashikirai has begun #KashiKiRaiAjaiRai http://t.co/yxyldXcQhn,road show in varanasi with  has begun,road show varanasi begun,0.0
2014-05-10 03:47:14+00:00,INCIndia,Varanasi is wrapped with tricolour as #RahulGandhi greets thousands of people at his Jan Sampark Abhiyan http://t.co/cUuqfTJO2Y,varanasi is wrapped with tricolour as  greets thousands of people at his jan sampark abhiyan,varanasi wrapped tricolour greets thousand people jan sampark abhiyan,0.0
2014-05-10 03:41:55+00:00,INCIndia,Rahul Gandhi's Jan Sampark from Gol Gadda Chauraha to Lanka in #Varanasi with @kashikirai has begun http://t.co/AUF1veeZDM,Rahul Gandhi's public contact from Gol Gadda Chauraha to Lanka in with has begun,Rahul Gandhi public contact Gol Gadda Chauraha Lanka begun,0.0
2014-05-10 03:39:09+00:00,INCIndia,Rahul Gandhi's Jan Sampark Abhiyan in #Varanasi has begun http://t.co/pRqMJtwTvW,Rahul Gandhi's Public Contact Campaign In Has Begun,Rahul Gandhi Public Contact Campaign In Has Begun,0.0
2014-05-09 13:30:14+00:00,INCIndia,"कांग्रेस ने हर क़ुरबानी देकर मुल्क़ की ऐकता को क़ायम रख है 
#VoteCongress https://t.co/8penJmKhOl",Congress has maintained the unity of Malik by making every sacrifice.,Congress maintained unity Malik making every sacrifice ,0.0
2014-05-09 13:16:33+00:00,INCIndia,"आतंरिक और बाहरी चुनौतियों से कांग्रेस ने हमेशा सख्ती से सामना किया है 
#VoteCongress https://t.co/MePuRbeAas",Internal and external security forces have always been summoned strictly.,Internal external security force always summoned strictly ,0.0
2014-05-09 11:19:40+00:00,INCIndia,नया भूमि अधिकरण हमने आपको दिया हैं जिससे आपसे आपकी जमीन कोई ज़बरदस्ती छीन न सके : श्रीमती सोनिया गांधी http://t.co/yFbpcj1uAQ,"Nay Bhim Adhikaran, we are your heart, so that many of your words can not be separated from each other.",Nay Bhim Adhikaran heart many word separated ,0.5
2014-05-09 11:18:08+00:00,INCIndia,मैं यह दावें के साथ कह सकती हूँ कि आन्तरिक सुरक्षा के मुद्दे पर हमने हमेशा सख्ती बरती है:श्रीमती सोनिया गांधी http://t.co/rOAflYAIAz,I can say this with medicine that on the help of inner body,I say medicine help inner body,0.0
2014-05-09 11:11:09+00:00,INCIndia,"We have made a strong law to eradicate manual scavenging : Smt. #SoniaGandhi in Bihar 
LIVE at http://t.co/NR848TEUxc http://t.co/M7JMaKVYYl","we have made a strong law to eradicate manual scavenging  smt  in bihar 
live at",made strong law eradicate manual scavenging smt bihar live,0.2848484848484848
2014-05-09 11:09:02+00:00,INCIndia,"जब तक कांग्रेस क एक एक कार्यकर्त्ता ज़िंदा है, हम देश की एक़ता नहीं टूटने देंगे : श्रीमती सोनिया गांधी , बिहार मे http://t.co/9ZaaRSy7e1","As long as Congress is stubborn one by one, we are not united in the country.",As long Congress stubborn one one united country ,-0.05
2014-05-09 11:07:08+00:00,INCIndia,भाजपा के नेता जानते है कि अगर कांग्रेस रहेगी तो वो भाई भाई को कैसे लड़ाएंगे: श्रीमती सोनिया गांधी http://t.co/AeowXaM1TX,"BJP's decision is that if Congress remains, then who will we fight with brothers and sisters?",BJP decision Congress remains fight brother sister ,0.0
2014-05-09 10:59:40+00:00,INCIndia,"Watch Smt #SoniaGandhi's public rally  in Valmiki Nagar, Bihar 
LIVE at http://t.co/NR848TEUxc http://t.co/huBj21Cf9r","watch smt  public rally  in valmiki nagar bihar 
live at",watch smt public rally valmiki nagar bihar live,0.06818181818181818
2014-05-09 10:56:01+00:00,INCIndia,"Watch: Smt. Sonia Gandhi's public rally in Valmiki Nagar, Bihar 
LIVE at http://t.co/NR848TEUxc http://t.co/udrnUrwpAQ","watch smt sonia gandhis public rally in valmiki nagar bihar 
live at",watch smt sonia gandhi public rally valmiki nagar bihar live,0.06818181818181818
2014-05-09 10:23:15+00:00,INCIndia,Watch LIVE : AICC Press Conference presided by @ajaymaken  http://t.co/xk8e239vQy …,watch live  aicc press conference presided by,watch live aicc press conference presided,0.13636363636363635
2014-05-09 06:46:00+00:00,INCIndia,"Watch:AICC Press Conference-Shri Narendra Modi is fake OBC and how did he include his own caste in it
https://t.co/yM4e282Ww7 
#FakeOBCModi",watch aicc press conference shri narendra modi is fake obc and how did he include his own caste in it,watch aicc press conference shri narendra modi fake obc include caste,-0.5
2014-05-09 04:52:35+00:00,INCIndia,"Today,#RahulGandhi will address public rallies in Deoria, Bansgaon and Domariaganj in Uttar Pradesh",today will address public rallies in deoria bansgaon and domariaganj in uttar pradesh,today address public rally deoria bansgaon domariaganj uttar pradesh,0.0
2014-05-09 04:31:46+00:00,INCIndia,"This is How Shri Modi lied about being from a backward caste
Read:http://t.co/cluynZhonI #FakeOBCModi http://t.co/LV3VCTPP3x","this is how shri modi lied about being from a backward caste
read",shri modi lied backward caste read,0.0
2014-05-08 13:55:34+00:00,INCIndia,"Scenes from #RahulGandhi's public rally in Gopalganj, Bihar today http://t.co/Pf01QOJSO0",scenes from  public rally in gopalganj bihar today,scene public rally gopalganj bihar today,0.0
2014-05-08 11:27:58+00:00,INCIndia,"Order which proofs that Shri Modi (as CM) inserted his own caste as OBC -
http://t.co/FyTSglSrfW #FakeOBCModi",order which proofs that shri modi as cm inserted his own caste as obc,order proof shri modi cm inserted caste obc,0.0
2014-05-08 11:25:45+00:00,INCIndia,"Shri Modi became Gujarat CM in October, 2001, inserted his own caste as OBC in January 2002- http://t.co/FyTSglSrfW 
#FakeOBCModi",shri modi became gujarat cm in october 2001 inserted his own caste as obc in january 2002,shri modi became gujarat cm october 2001 inserted caste obc january 2002,0.0
2014-05-08 11:21:21+00:00,INCIndia,"Press Note on Shri Modi is fake OBC 
#FakeOBCModi 
http://t.co/WaxMztNEWc http://t.co/jrZXqifWfQ",press note on shri modi is fake obc,press note shri modi fake obc,-0.5
2014-05-08 11:16:27+00:00,INCIndia,Modi ji's claims of being a OBC are as fake as the encounters of Gujarat: Sh @shaktisinhgohil,modi jis claims of being a obc are as fake as the encounters of gujarat sh,modi ji claim obc fake encounter gujarat sh,-0.5
2014-05-08 11:10:59+00:00,INCIndia,"We are not making any wild allegation, we have filed an RTI to get the facts regarding his so called tea stall: Shri @shaktisinhgohil",we are not making any wild allegation we have filed an rti to get the facts regarding his so called tea stall shri,making wild allegation filed rti get fact regarding called tea stall shri,0.1
2014-05-08 11:09:17+00:00,INCIndia,"Contract of Shri Modi's so called tea stall  was cancelled because it sold Chai with 'Charas', getting FIR on same: Shri @shaktisinhgohil",contract of shri modis so called tea stall  was cancelled because it sold chai with charas getting fir on same shri,contract shri modis called tea stall cancelled sold chai chara getting fir shri,0.0
2014-05-08 11:03:13+00:00,INCIndia,"In every rally, Shri Modi invokes his 'backward' caste, but he only inserted his caste in the OBC: Shri @shaktisinhgohil #FakeOBCModi",in every rally shri modi invokes his backward caste but he only inserted his caste in the obc shri,every rally shri modi invokes backward caste inserted caste obc shri,0.0
2014-05-08 11:01:17+00:00,INCIndia,"On Jan 1 2002, Shri Narendra Modi (as Chief Minister) inserted his owncaste in the OBC section: Sh @shaktisinhgohil",on jan 1 2002 shri narendra modi as chief minister inserted his owncaste in the obc section sh,jan 1 2002 shri narendra modi chief minister inserted owncaste obc section sh,0.0
2014-05-08 10:58:43+00:00,INCIndia,"No government has ever kept Shri Modi's 'Modh Ghanchi' caste as backward caste ever: Sh @shaktisinhgohil 
LIVE at https://t.co/4Noc2EpDT3","no government has ever kept shri modis modh ghanchi caste as backward caste ever sh  
live at",government ever kept shri modis modh ghanchi caste backward caste ever sh live,0.13636363636363635
2014-05-08 10:57:53+00:00,INCIndia,"नरेंद्र मोदी कभी पिछड़ी जाति के नही थे : Shri @shaktisinhgohil 
LIVE at https://t.co/4Noc2EpDT3","Nardar item was never left behind Shri
live at",Nardar item never left behind Shri live,-0.08787878787878789
2014-05-08 10:53:09+00:00,INCIndia,"Watch: Sh @shaktisinhgohil addressing the AICC Press Conference 
LIVE : https://t.co/4Noc2EpDT3","watch sh  addressing the aicc press conference 
live",watch sh addressing aicc press conference live,0.13636363636363635
2014-05-08 10:31:24+00:00,INCIndia,"Violence against women is maximum in West Bengal : #RahulGandhi 
LIVE at http://t.co/SBTbmoRlg5","violence against women is maximum in west bengal   
live at",violence woman maximum west bengal live,0.13636363636363635
2014-05-08 10:27:40+00:00,INCIndia,"The slippers which Mamata ji wears, has 'Made in China' written on it, we want that to change it 'Made in India': #RahulGandhi",the slippers which mamata ji wears has made in china written on it we want that to change it made in india,slipper mamata ji wear made china written want change made india,0.0
2014-05-08 10:18:55+00:00,INCIndia,"If you are a worker of any other party, in Bengal they will be beaten by TMC : #RahulGandhi",if you are a worker of any other party in bengal they will be beaten by tmc,worker party bengal beaten tmc,0.0
2014-05-08 10:17:02+00:00,INCIndia,"When we started working with TMC, we thought we will usher change, but only the red flag was replaced by green flag.Thats all: #RahulGandhi",when we started working with tmc we thought we will usher change but only the red flag was replaced by green flagthats all,started working tmc thought usher change red flag replaced green flagthats,-0.1
2014-05-08 10:14:39+00:00,INCIndia,"Rahul Gandhi's Public Rally at Ghatal, West Medinipur, West Bengal 
LIVE at http://t.co/SBTbmoRlg5","rahul gandhis public rally at ghatal west medinipur west bengal 
live at",rahul gandhi public rally ghatal west medinipur west bengal live,0.06818181818181818
2014-05-08 10:10:28+00:00,INCIndia,"Smt.Sonia Gandhi:They are alleging we are weak in fighting terrorism, when NDA Govt was in power,thousands were killed in terrorist attacks",smtsonia gandhithey are alleging we are weak in fighting terrorism when nda govt was in powerthousands were killed in terrorist attacks,smtsonia gandhithey alleging weak fighting terrorism nda govt powerthousands killed terrorist attack,-0.2875
2014-05-08 10:06:59+00:00,INCIndia,"Smt. Gandhi: there have been several PMs,  but what can one say about aspirant Narendra Modi who insulted the martyrdom of Rajiv Gandhi.",smt gandhi there have been several pms  but what can one say about aspirant narendra modi who insulted the martyrdom of rajiv gandhi,smt gandhi several pm one say aspirant narendra modi insulted martyrdom rajiv gandhi,0.0
2014-05-08 10:04:27+00:00,INCIndia,Smt.Gandhi:Rajiv ji ki shahadat ke 23 saal baad jis tarah Shri Narendra Modi ne unki ninda ki ussey ochha nahi kahengey toh aur kya kahengey,"23 years after the martyrdom of SantGandhirjeev ji, the way Shri Narendra Modi condemned him, what else would he say?",23 year martyrdom SantGandhirjeev ji way Shri Narendra Modi condemned else would say ,0.0
2014-05-08 10:01:49+00:00,INCIndia,"The man who is dreaming to be the PM of this country, they should take care of the history, culture and maryada of India: Smt.Gandhi",the man who is dreaming to be the pm of this country they should take care of the history culture and maryada of india smtgandhi,man dreaming pm country take care history culture maryada india smtgandhi,0.0
2014-05-08 09:59:49+00:00,INCIndia,"Smt. #SoniaGandhi  addressing a public rally at Kushinagar, Uttar Pradesh.
LIVE at https://t.co/HyCWCH18ly","smt   addressing a public rally at kushinagar uttar pradesh
live at",smt addressing public rally kushinagar uttar pradesh live,0.06818181818181818
2014-05-07 12:32:50+00:00,INCIndia,"#India's First Voter has Voted Today  
Every Indian is Proud of Our Democracy http://t.co/d0j14Ek5Wo","first voter has voted today  
every indian is proud of our democracy",first voter voted today every indian proud democracy,0.525
2014-05-07 10:18:36+00:00,INCIndia,"सोच नीच होती है,कर्म नीच होते है कोई जाति कभी नीच नही होती - राहुल गांधी 
#RahulGandhi http://t.co/023w1sjtyB","The truth is not hidden, many times it is not hidden ass",The truth hidden many time hidden as,0.05555555555555557
2014-05-07 08:46:36+00:00,INCIndia,"You really can't take Shri Ram Vilas Paswan seriously 
Read - http://t.co/GeDW9d5Rz7 http://t.co/HJPmirIucd","you really cant take shri ram vilas paswan seriously 
read",really cant take shri ram vila paswan seriously read,-0.06666666666666665
2014-05-07 07:08:15+00:00,INCIndia,Read #RahulGandhi's interview to Amar Ujala. | राहुल गांधी का अमर उजाला को दिया इंटरव्यू पढें।  http://t.co/qjcl6hyYe2,read interview to amar ujala,read interview amar ujala,0.0
2014-05-07 06:33:55+00:00,INCIndia,"#RahulGandhi in Amethi, this morning http://t.co/UybFKCbZMU",in amethi this morning,amethi morning,0.0
2014-05-07 06:22:02+00:00,INCIndia,We pay tribute to Gurudev #Rabindranath #Tagore on his birth anniversary today http://t.co/sY1m4UXq6M,we pay tribute to gurudev   on his birth anniversary today,pay tribute gurudev birth anniversary today,0.0
2014-05-06 13:10:01+00:00,INCIndia,"Scenes from #RahulGandhi's rally held at Mirzapur, Uttar Pradesh today http://t.co/osmphPVDMw",scenes from  rally held at mirzapur uttar pradesh today,scene rally held mirzapur uttar pradesh today,0.0
2014-05-06 12:57:35+00:00,INCIndia,"10 questions that Shri Modi should answer on #Snoopgate 
Watch: http://t.co/mgqhGWxPES","10 questions that shri modi should answer on  
watch",10 question shri modi answer watch,0.0
2014-05-06 12:13:13+00:00,INCIndia,"Watch: #RahulGandhi's public address in Mirzapur , Uttar Pradesh today https://t.co/WXQ8xPgYMA",watch  public address in mirzapur  uttar pradesh today,watch public address mirzapur uttar pradesh today,0.0
2014-05-06 08:51:13+00:00,INCIndia,"#RahulGandhi's public rally in Mirzapur, Uttar Pradesh 
LIVE at https://t.co/P05jdre1Ih http://t.co/R8ZS7efIAC","public rally in mirzapur uttar pradesh 
live at",public rally mirzapur uttar pradesh live,0.06818181818181818
2014-05-06 08:44:20+00:00,INCIndia,"Women gathered at #RahulGandhi's public rally in Mirzapur, Uttar Pradesh 
LIVE at https://t.co/P05jdre1Ih http://t.co/abLcGJro6c","women gathered at  public rally in mirzapur uttar pradesh 
live at",woman gathered public rally mirzapur uttar pradesh live,0.06818181818181818
2014-05-06 07:39:05+00:00,INCIndia,"Shri @KapilSibal addressing the media now
LIVE AICC Press Conference : https://t.co/yiDL0hz3ZQ","shri  addressing the media now
live aicc press conference",shri addressing medium live aicc press conference,0.13636363636363635
2014-05-06 07:34:51+00:00,INCIndia,"Watch: The Message of Shamaun Ahmed - #ABillionAndOneVoices 
https://t.co/D0Hs6dJxa8",watch the message of shamaun ahmed,watch message shamaun ahmed,0.0
2014-05-06 07:04:58+00:00,INCIndia,"Doublespeak of Mr. Narendra Modi on Criminalisation of Politics 
Watch:https://t.co/RH3K6l6Pw6","doublespeak of mr narendra modi on criminalisation of politics 
watch",doublespeak mr narendra modi criminalisation politics watch,0.0
2014-05-06 04:22:52+00:00,INCIndia,"इनकी नीच राजनीती का जवाब मेरे कार्यकर्ता देंगे ,अमेठी के एक एक बूथ से जवाब आएगा : प्रियंका गांधी #Amethi http://t.co/OA9M5obBI3",Inki nachrajnit ki jivb mar karikarat dag amath ki ek ek berth se jivb aayenge parik gad,Inki nachrajnit ki jivb mar karikarat dag amath ki ek ek berth se jivb aayenge parik gad,0.0
2014-05-06 04:19:18+00:00,INCIndia,"Frustrated Shri Modi is now blaming the EC
Only Spoilsports attack the refree
Read: http://t.co/2KvJBozm8c http://t.co/bPP2WRjsYN","frustrated shri modi is now blaming the ec
only spoilsports attack the refree
read",frustrated shri modi blaming ec spoilsport attack refree read,-0.7
2014-05-06 04:17:38+00:00,INCIndia,"This is not the first time Shri Modi has attacked a Constitutional Institution like the #Election #Commission 
Read: http://t.co/2KvJBozm8c","this is not the first time shri modi has attacked a constitutional institution like the   
read",first time shri modi attacked constitutional institution like read,0.25
2014-05-05 15:03:42+00:00,INCIndia,"Inki neech rajneeti ka jawaab mere booth kay karyakarta denge, Amethi ke ek ek booth se jawaab aayega: Priyanka Gandhi",My booth workers will answer their low politics Priyanka Gandhi will answer from each booth of Amethi,My booth worker answer low politics Priyanka Gandhi answer booth Amethi,0.0
2014-05-05 15:03:30+00:00,INCIndia,"Inhone (Modi) Amethi ki dharti pe mere shahid pita ka apmaan kiya hai, Amethi ki janta is harkat ko kabhi maaf nahi karegi: Priyanka Gandhi","They have insulted my martyr father on the soil of Modi Amethi, people of Amethi will never forgive this act Priyanka Gandhi",They insulted martyr father soil Modi Amethi people Amethi never forgive act Priyanka Gandhi,0.0
2014-05-05 12:15:54+00:00,INCIndia,#Uttarakhand की जनता से अनुरोध है कि मई 7 को मतदान केंद्र जा कर अपना क़ीमती वोट कांग्रेस पार्टी को दें! http://t.co/WQk0OsMxgM,The people are requested to recognize the May 7 vote and return their valuable votes to Congress,The people requested recognize May 7 vote return valuable vote Congress,0.0
2014-05-05 12:14:16+00:00,INCIndia,#HimachalPradesh की जनता से अनुरोध है कि मई 7 को मतदान केंद्र जा कर अपना क़ीमती वोट कांग्रेस पार्टी को दें http://t.co/ttaGcBS70k,The people are requested to recognize the May 7 vote and return their valuable votes to Congress,The people requested recognize May 7 vote return valuable vote Congress,0.0
2014-05-05 11:42:22+00:00,INCIndia,"Allahabad used to be IAS factory of India now we will make Allahabad Manufacturing Hub of India:#RahulGandhi
LIVE at https://t.co/Ifh4Wb1ZKO","allahabad used to be ias factory of india now we will make allahabad manufacturing hub of india
live at",allahabad used ia factory india make allahabad manufacturing hub india live,0.13636363636363635
2014-05-05 11:40:45+00:00,INCIndia,"The way we gave you 'Right to Work', we will give you 'Right to Health' - #RahulGandhi in Allahabad http://t.co/dZIodlAAjJ",the way we gave you right to work we will give you right to health   in allahabad,way gave right work give right health allahabad,0.2857142857142857
2014-05-05 11:33:14+00:00,INCIndia,"People gathered at #RahulGandhi's rally in Allahabad 
LIVE at https://t.co/Ifh4Wb1ZKO http://t.co/JwerSXFwpz","people gathered at  rally in allahabad 
live at",people gathered rally allahabad live,0.13636363636363635
2014-05-05 11:30:12+00:00,INCIndia,"We want that a day should come when you see in your mobiles, your T-shirt, your shoes- you should see 'Made in India': #RahulGandhi",we want that a day should come when you see in your mobile your shirt your shoes you should see made in india,want day come see mobile shirt shoe see made india,0.0
2014-05-05 11:28:42+00:00,INCIndia,"We want that the youth of Uttar Pradesh should get jobs : #RahulGandhi in Allahabad 
http://t.co/HkouqDs5fN",we want that the youth of uttar pradesh should get jobs   in allahabad,want youth uttar pradesh get job allahabad,0.0
2014-05-05 11:27:16+00:00,INCIndia,"BJP, SP and BSP has been in power in UP since 25 years, Have they provided you Employment? : #RahulGandhi 
LIVE at http://t.co/HkouqDs5fN","bjp sp and bsp has been in power in up since 25 years have they provided you employment   
live at",bjp sp bsp power since 25 year provided employment live,0.13636363636363635
2014-05-05 11:25:25+00:00,INCIndia,"Watch #RahulGandhi addressing a public rally in Allahabad 
LIVE at https://t.co/Ifh4Wb1ZKO","watch  addressing a public rally in allahabad 
live at",watch addressing public rally allahabad live,0.06818181818181818
2014-05-05 11:07:30+00:00,INCIndia,"Vote For Unity 
Vote For Secularism 
Vote For Development 
Vote For Our Candidates on May 7
#VoteForCongress http://t.co/tXDRqa4Qbn","vote for unity 
vote for secularism 
vote for development 
vote for our candidates on may 7",vote unity vote secularism vote development vote candidate may 7,0.0
2014-05-05 08:41:03+00:00,INCIndia,"""@AkhileshPSingh Priyanka Gandhi in Musafirkhana  Amethi http://t.co/rfVKgDzOOq""",Priyanka Gandhi in Musafakhana Amethi,Priyanka Gandhi Musafakhana Amethi,0.0
2014-05-05 08:40:25+00:00,INCIndia,"""@AkhileshPSingh Priyanka Gandhi in Musafirkhana Amethi http://t.co/jnZ8AsCqI1""",Priyanka Gandhi in Musafakhana Amethi,Priyanka Gandhi Musafakhana Amethi,0.0
2014-05-05 08:01:05+00:00,INCIndia,"Rahul Gandhi's Jan Sampark Abhiyan in Amethi 
#VoteCongress https://t.co/7EdAl3KuF4",rahul gandhis jan sampark abhiyan in amethi,rahul gandhi jan sampark abhiyan amethi,0.0
2014-05-05 07:50:27+00:00,INCIndia,"#RahulGandhi and Priyanka Gandhi interacted with women connected through Self Help Groups in Amethi, yesterday http://t.co/HtlWiAiGpC",and priyanka gandhi interacted with women connected through self help groups in amethi yesterday,priyanka gandhi interacted woman connected self help group amethi yesterday,0.0
