Date,User,Tweet
2014-04-08 08:33:40+00:00,ShashiTharoor,"@gmukund351984 roads take time 2build! Money is allocated, land acquisition cheques being paid, &amp;construction will begin later this year."
2014-04-08 07:57:06+00:00,ShashiTharoor,My 5-year MP's report is the full record of my work in Tvm. Now reposting a brief manifesto on work to continue with: http://t.co/i4Ofh3RbIq
2014-04-08 07:52:06+00:00,ShashiTharoor,A table of total Central funding I succeeded in channelling to Tvm in my 1st term as MP put together by a supporter. http://t.co/rynx6H7Xq4
2014-04-08 07:40:48+00:00,ShashiTharoor,"With hours 2go before deadline 2cease campaigning,posting my 5-yr MP's report 4 citizens to make an informed choice: http://t.co/i078j9trdi"
2014-04-08 07:36:30+00:00,ShashiTharoor,"@NaMoKerala leaving aside the beneficiaries of lights&amp;walls you ridicule (women&amp;kids esp), you should read this: http://t.co/i078j9trdi"
2014-04-08 07:31:53+00:00,ShashiTharoor,A photograph from CSI monthly bulletin of the funeral service 4 the late Rev Dr KK Koshy last month which I condole. http://t.co/8XyO5ARHP5
2014-04-08 06:31:28+00:00,ShashiTharoor,Absurd that Opposition parties unable to beat me in an election are trying to get me disqualified on trumped-up charges. Utterly baseless
2014-04-08 06:24:08+00:00,ShashiTharoor,"@vikramwkarve @SumanSharma I appeal to people of all communities,  religious&amp; otherwise,  to vote for me. My work benefits ppl of all faiths"
2014-04-08 06:21:51+00:00,ShashiTharoor,A scene from our final paryadanam in Neyyattinkara yesterday where a smart bunch of kids came out to welcome us! http://t.co/P6eUtvhtOU
2014-04-08 06:21:32+00:00,ShashiTharoor,"@NaMoKerala @BJPRajagopal Mine is a far more open book. It's a book that has been ripped open, soiled &amp;written over by hostile strangers"
2014-04-07 09:38:26+00:00,ShashiTharoor,"All the best! “@balagopalks: @ShashiTharoor Fyi,  An amazing new startup by College students in Trivandrum https://t.co/TrNeWynZzV Req RT”"
2014-04-07 09:36:31+00:00,ShashiTharoor,@India_MSM why dignify spiteful slander with a response? No comments.
2014-04-07 09:31:13+00:00,ShashiTharoor,@Vishnu_vedanta it is not the opposite when I am elected. I spend half my time in the constituency working and interacting with the people.
2014-04-07 09:28:04+00:00,ShashiTharoor,An excellent picture of me with a supporter captured by the @MalayalaManorma y-day! Amazing spirit everywhere we go! http://t.co/I8qCAT4YUS
2014-04-07 07:42:32+00:00,ShashiTharoor,Managed 2 give an interview in the middle of a rainy paryadanam in my very useful new raincoat! Photo by @georgeing12 http://t.co/fKO3iRbNDv
2014-04-07 07:33:54+00:00,ShashiTharoor,Our photographer captured some very happy little supporters y-day with a (crumpled!) poster of me during paryadanam! http://t.co/OY176uF7Ui
2014-04-06 12:30:05+00:00,ShashiTharoor,"My latest offering in @Openthemag on the ""unwelcome mat"" and our visa policies that need urgent &amp; serious review: http://t.co/Tdi48SVmqZ"
2014-04-06 10:44:25+00:00,ShashiTharoor,@kjaglan This is my answer http://t.co/i078j9trdi
2014-04-06 10:34:48+00:00,ShashiTharoor,My 5-year Report in Malayalam and English on my work in Thiruvananthapuram for those who have not read it yet http://t.co/i078j9trdi
2014-04-06 10:29:59+00:00,ShashiTharoor,"@r_joggy mine is a converted jeep that my team call the ""election mobile""!!"
2014-04-06 08:25:33+00:00,ShashiTharoor,"Passed my Shiv Sena opponent P.Harikumar during paryadanam near Punthura. Exchanged greetings, shawls, &amp;best wishes! http://t.co/lcRxyqwwqj"
2014-04-06 07:58:23+00:00,ShashiTharoor,Another photograph of my celebrity campaigner (my mother!) enjoying paryadanam this morning despite the rain &amp; heat! http://t.co/xGABIYti33
2014-04-06 06:01:56+00:00,ShashiTharoor,"Made a non-political visit&amp;spoke@ Kurisumala y-day, a major pilgrimage centre 4 lakhs of Latin Catholic pilgrims frm South Kerala&amp;Tamil Nadu"
2014-04-06 05:54:28+00:00,ShashiTharoor,"25 young ""Shashi Tharoors"" out campaigning in the city 4 me as our paryadanam covers other parts of the constituency! http://t.co/UJW8L4BiuA"
2014-04-06 05:25:25+00:00,ShashiTharoor,"After 2 weeks of sweltering heat,now 2 hrs of soaking rain! Neither's dampened the enthusiasm of supporters lining up 2 greet my paryadanam!"
2014-04-06 05:22:21+00:00,ShashiTharoor,Rahul returned to campaign in Haryana today but was very upbeat and confident that we are doing better nationwide than the media suggests!
2014-04-06 05:21:12+00:00,ShashiTharoor,Found a photo from yesterday in Attingal when I translated for the second time for Congress VP Rahul Gandhi. http://t.co/QljwpJnYbI
2014-04-06 05:18:26+00:00,ShashiTharoor,@sarikass2010 thank you very much for your support and enthusiasm!
2014-04-06 04:19:53+00:00,ShashiTharoor,"In a season when celebrities campaign for candidates, here's the chief celebrity of my election campaign- my mother! http://t.co/siyX2SYnjA"
2014-04-05 14:49:30+00:00,ShashiTharoor,Excellent @the_hindu edit raises serious questions about Modi&amp; foreign policy http://t.co/cnCjqYgzv1
2014-04-05 10:38:18+00:00,ShashiTharoor,Posting again “@the5forty5:The beginning of a new social media romance? @ShashiTharoor's arrival on @instagram: http://t.co/PTP5s1IhMy”
2014-04-05 07:40:30+00:00,ShashiTharoor,Inspecting a delicious looking fresh tomato at a local market in Neyyattinkara while interacting with a constituent! http://t.co/673QNfagZq
2014-04-05 05:36:18+00:00,ShashiTharoor,Also took the opportunity of my visit to NIMS to interact with and greet some of the staff and doctors on duty. http://t.co/fsUHQIGypH
2014-04-05 05:34:27+00:00,ShashiTharoor,With Dr Faisal Khan of NIMS hospital next to a mango tree I planted as a sapling in 2011 in the hospital compound! http://t.co/56TbobRlFG
2014-04-05 05:24:48+00:00,ShashiTharoor,"Despite malicious campaign against me, my innocence will triumph&amp;I shall be patient until that day. Reinvigorated aftr meeting Mammen-ji"
2014-04-05 05:14:22+00:00,ShashiTharoor,Honored when KE Mammen-ji said he admired my work&amp;that he would come out frm hospital specially 2vote 4me on April10! http://t.co/nTU3102Efl
2014-04-05 05:11:55+00:00,ShashiTharoor,Called on famous Gandhian KE Mammen @ NIMS Hospital.He was the 1st person to ask me 2 contest as MP for Tvm in 2009! http://t.co/qyw3sRzbvK
2014-04-05 02:06:58+00:00,ShashiTharoor,Dialoguew/young voters&amp; @ShashiTharoor on @asianet : Youth Tube ശശി തരൂര്‍ Part 1: http://t.co/y4m1fFMdy0 Part 2: http://t.co/Bi7ifpDobe
2014-04-04 19:41:42+00:00,ShashiTharoor,"Will the real @ShashiTharoor please stand up? With kids in ST masks, Kazhakuttam,  on paryadanam today http://t.co/v89lSoGtR2"
2014-04-04 15:40:14+00:00,ShashiTharoor,With music legend Yesudas! “@wilsonrobinson2: @ShashiTharoor http://t.co/n5EUJu7kwg”
2014-04-04 12:31:20+00:00,ShashiTharoor,With a young supporter who came dressed as me!! http://t.co/0J7imCYACP
2014-04-04 10:07:40+00:00,ShashiTharoor,This is one of my favorite paryadanam pictures with an extremely cheerful little constituent! http://t.co/QBoMl3a4ea
2014-04-04 10:04:07+00:00,ShashiTharoor,Malayalam documentary made by a supporter on my work in Thiruvananthapuram. Part 1:  http://t.co/hqd324PhC0 &amp; part 2: http://t.co/hurzLgoFRK
2014-04-04 05:40:43+00:00,ShashiTharoor,"A news feature about my campaign in coastal areas of Tvm. Despite paryadanam rigours, energized by all the support! https://t.co/9AJkDYw3bY"
2014-04-03 17:00:14+00:00,ShashiTharoor,"During paryadanam over the last many days, I've been garlanded with flowers, lemons, oranges, and now balloons! http://t.co/mhfF3Qfz9C"
2014-04-03 10:57:37+00:00,ShashiTharoor,@anurishu that's how I see it too! Thank you
2014-04-03 10:42:45+00:00,ShashiTharoor,Presented a sacred kalasam during the course of today's paryadanam at Kattayikonam by some supporters! http://t.co/K6qDo1zos6
2014-04-03 09:41:34+00:00,ShashiTharoor,Almost at 200 'followers' on my new Instagram profile at http://t.co/HUEPDF3wRP !
2014-04-03 06:01:37+00:00,ShashiTharoor,Began paryadanam 2day with prayers @Kolathukara Siva Temple consecrated 1893 by gr8 social reformer Sri Narayana Guru http://t.co/I5TZvkGuGS
2014-04-03 02:57:33+00:00,ShashiTharoor,A tea break on the campaign trail! Never enough time for chai or charcha... http://t.co/qQPCVwHt3L
2014-04-02 13:35:31+00:00,ShashiTharoor,"After a long day in Kovalam, paryadanam continues into the evening. Here addressing constituents at Thadathikulam. http://t.co/fkFHhKdilF"
2014-04-02 12:17:21+00:00,ShashiTharoor,"The word ""candidate"" is derived from Latin for ""robed in white"". Glad the Indian National Congress got it right! http://t.co/QqmeBk29aP"
2014-04-02 11:17:56+00:00,ShashiTharoor,"Broke for some much-needed tea at a local stall in Nellikkakuzhi, attended to by an exceedingly warm supporter! http://t.co/k7Ybfw1O6Y"
2014-04-02 11:06:13+00:00,ShashiTharoor,Performed pushparchana at memorial to philanthropist&amp;former MLA Kunjukrishnan Nadar at the start of paryadanam today. http://t.co/39O68zmyUs
2014-04-02 10:58:40+00:00,ShashiTharoor,Our photographer captures extraordinary enthusiasm among my young constituents @Adimalathura 2day during paryadanam! http://t.co/x9uUZjNass
2014-04-02 10:53:22+00:00,ShashiTharoor,With Kerala Deputy Speaker N Sakthan Nadar who delivered a brilliant speech at the opening of today's paryadanam! http://t.co/eqmwQvXtEl
2014-04-02 05:33:47+00:00,ShashiTharoor,Addressing constituents at Poovar junction this morning as paryadanam in Kovalam begins. Many more speeches ahead! http://t.co/lDnww0bwjK
2014-04-02 05:30:40+00:00,ShashiTharoor,A typical paryadanam scene from yesterday as I address voters at a junction near Panachamoodu. http://t.co/pJp7dv1sxy
2014-04-02 03:55:50+00:00,ShashiTharoor,Stopped by the Beemapalli masjid ahead of Urs celebration. Met worshippers. Now on my way to paryadanam at Kovalam http://t.co/IwBsOCveQF
2014-04-01 14:20:35+00:00,ShashiTharoor,@raveekadam @surnell the bus was obviously stationary at that point! Huge crowds on the road so nothing moved which is when we shook hands.
2014-04-01 13:46:51+00:00,ShashiTharoor,Passed an exceedingly eager voter near Panachamoodu who decided to reach out from his bus and shake hands! http://t.co/lulA3pdZwK
2014-04-01 13:30:13+00:00,ShashiTharoor,Happy to do my job! “@calmgalin: More facilities in Thiruvananthapuram Railway station  http://t.co/Ek7W11o8C2 - Thank you @ShashiTharoor”
2014-04-01 13:28:35+00:00,ShashiTharoor,My 5-year MP's report in various formats along with details of my MPLADS projects all available at one link now: http://t.co/i078j9trdi
2014-04-01 08:53:43+00:00,ShashiTharoor,"My interview for @Yenthadotcom on Thiruvananthapuram, our work there, and my vision for its future http://t.co/QskTrnYV0j"
2014-04-01 07:50:34+00:00,ShashiTharoor,Another exhilarating moment from today's paryadanam when constituents came out to express their continued support! http://t.co/ZQAnMJlGd7
2014-04-01 06:26:49+00:00,ShashiTharoor,"48hrs after starting my Instagram account, @the5forty5 reviews it! Predictably the babies come in fr special mention! http://t.co/PTP5s1IhMy"
2014-04-01 02:06:52+00:00,ShashiTharoor,Religion&amp;faith help people strive to become better human beings. They have an unchallengeable place in Indian society --&amp; so in our politics
2014-04-01 02:04:03+00:00,ShashiTharoor,The custodian of Ajmer Sharif sent me a bracelet blessed by an Imam which I wear next2a sacred thread from Mookambika temple. My pluralism!
2014-04-01 02:01:12+00:00,ShashiTharoor,Paryadanam offers so many examples of Indian pluralism at work. An 83-year-old man fasted for a day to pray to Jesus Christ for my victory!
2014-04-01 02:00:01+00:00,ShashiTharoor,Worshipping 9 forms of Devi over Navratri brings us to end of campaign. Real Hindus have no difficulty paying respect at others' shrines too
2014-04-01 01:56:51+00:00,ShashiTharoor,"Ydy was 1st day of Vasant Navaratri, so Devi puja: या देवी सर्वभू‍तेषु माँ शैलपुत्री रूपेण संस्थिता। नमस्तस्यै नमस्तस्यै नमस्तस्यै नमो नम:।।"
2014-04-01 01:55:36+00:00,ShashiTharoor,"Each day's paryadanam begins w/visit2a nearby temple to seek divine blessings. Another reason I prefer2spoeak of ""pluralism"",not""secularism"""
2014-03-31 12:42:56+00:00,ShashiTharoor,Presented a shawl to another young constituent I met in the course of today's paryadanam in Vattiyurkavu. http://t.co/GFRS6m6RMW
2014-03-31 10:43:10+00:00,ShashiTharoor,"Week 2 of paryadanam. Have reached the stage when I find myself waving at shadows, department store mannequins, &amp;even posters of my rivals!"
2014-03-31 10:35:29+00:00,ShashiTharoor,I'm now on Instagram! http://t.co/x4Ak7duLqg
2014-03-31 08:16:18+00:00,ShashiTharoor,Article in @mathrubhumi about my interaction with our inspiring ASHA workers yesterday http://t.co/52HfXorZIY
2014-03-31 06:11:55+00:00,ShashiTharoor,Enjoying a 'kattan chai' with K. Muraleedharan MLA and party workers as we begin paryadanam in Vattiyurkavu today. http://t.co/k0PNuzxZeY
2014-03-31 05:53:46+00:00,ShashiTharoor,"Wished my favourite Governor,  Sheila Dikshit, a wonderful 76th birthday and many happy returns"
2014-03-31 05:44:39+00:00,ShashiTharoor,@Adil12346 speaking from personal experience?
2014-03-31 04:45:04+00:00,ShashiTharoor,My acceptance speech upon nomination as UDF candidate for Thiruvananthapuram:Part 1 https://t.co/OJba2HvujV &amp; Part 2 https://t.co/4W9Evzvl9S
2014-03-30 19:06:11+00:00,ShashiTharoor,Interesting proposals on improving Parliament functioning by Madhavan of @PRSLegislative : http://t.co/GYW1zBWV7m
2014-03-30 07:34:41+00:00,ShashiTharoor,"In a time when we politicians ask people for their support, ASHA session was non-electoral interaction to ask THEM what I could do for them!"
2014-03-30 07:31:40+00:00,ShashiTharoor,Returning 2campaigning inspired by the tremendous community healthcare work of our ASHA workers who dedicate services on a voluntary basis.
2014-03-30 07:25:35+00:00,ShashiTharoor,"Took an hour out of campaigning to interact with ASHA workers in Tvm,gathering their problems &amp; needs looking ahead. http://t.co/bqYMpeImdh"
2014-03-30 06:54:28+00:00,ShashiTharoor,An article in 2day's @mathrubhumi about my campaign &amp; the growing groundswell of support as we approach Election Day. http://t.co/qaC3TyEg6I
2014-03-30 04:57:38+00:00,ShashiTharoor,Great to see Congress &amp; Muslim League flags flying together in a show of United Democratic Front unity on the streets http://t.co/FrssSWrikq
2014-03-30 04:55:29+00:00,ShashiTharoor,"Ran into my BJP rival O Rajagopal in his well-appointed rath last night. Shook hands, exchanged flowers&amp;party scarves http://t.co/AtvN00eEpI"
2014-03-30 02:50:15+00:00,ShashiTharoor,"More on the ""youthquake"" in our politics: http://t.co/yQqDIjvmKY"
2014-03-29 13:44:10+00:00,ShashiTharoor,A Flash version in Malayalam of my 5-year MP's Report on work accomplished and off the ground in Thiruvananthapuram http://t.co/JsCJEKhBkf
2014-03-29 13:40:40+00:00,ShashiTharoor,Receiving the blessings of another constituent today.It's moments like this that makes working for Tvm so special! http://t.co/Z5eWdDqr1r
2014-03-29 13:26:41+00:00,ShashiTharoor,"Shashi Tharoor’s simple solution to people’s woes: Vote for me
http://t.co/EGjnyQyPLi via @EconomicTimes"
2014-03-29 13:06:48+00:00,ShashiTharoor,Hugely touched by warmth&amp;support from this elderly constituent today. Determined to continue doing my best for Tvm! http://t.co/THIwrHjjFU
2014-03-29 12:54:31+00:00,ShashiTharoor,"PS: this was not a main road but inside a residential area. Hence without a helmet. Always encourage safety first, especially on busy roads."
2014-03-29 12:44:34+00:00,ShashiTharoor,Substituted our pariyadanam jeep for a scooter in Karamana this afternoon! And what fun to ride pillion! http://t.co/axKnwMSQfq
2014-03-29 10:01:11+00:00,ShashiTharoor,@prateekvr yes there were annual reports and this is the final 5-year report putting it all together!
2014-03-29 09:47:22+00:00,ShashiTharoor,@bjessim write to Manu (at) Tharoor.In
2014-03-29 09:40:45+00:00,ShashiTharoor,"I tweeted about politicians kissing babies, and the opposite happened today! With a pair of 3 year-old twins inNemom http://t.co/Q95GiIrL0P"
2014-03-29 07:19:20+00:00,ShashiTharoor,Posting link to 5-yr report on my work in Thiruvananthapuram. Proud to be 1st MP to issue reports to public annually http://t.co/i078j9trdi
2014-03-29 07:16:49+00:00,ShashiTharoor,@ullascherian here's the difference http://t.co/i078j9trdi
2014-03-29 05:21:29+00:00,ShashiTharoor,Greeted with enthusiasm (and garlands!) at the inauguration of today's pariyadanam in Nemom along with party leaders. http://t.co/IOpE1JEoRc
2014-03-29 05:18:32+00:00,ShashiTharoor,Ran into a film shoot during my  Nemom pariyadanam&amp; the crew asked for a pic! Actors Sharad &amp; Manju http://t.co/8GlpNJ9Zmy
2014-03-28 19:47:20+00:00,ShashiTharoor,"My 2009 campaign song being heard with our roadshows again this year, posted on youtube with a collection of pics: https://t.co/yDW0r36EEM"
2014-03-28 12:12:27+00:00,ShashiTharoor,"Paid homage to Kargil martyr and legendary ""Travancore Tiger"" Captain Jerry Premraj at his cenotaph in Venganoor. http://t.co/j7txwFuXcU"
2014-03-28 10:03:54+00:00,ShashiTharoor,@nazeerar Thanks.  Every vote counts in this election
2014-03-28 09:31:49+00:00,ShashiTharoor,"Roasted in 37 degree heat, steamed by humidity,  grilled by media &amp;boiling over at Opposition lies: this election campaign's really cooking!"
2014-03-28 06:53:15+00:00,ShashiTharoor,With another very young constituent during our pariyadanam! http://t.co/VaTmcR1Ep1
2014-03-28 06:11:19+00:00,ShashiTharoor,Addressing constituents in Vengapatta during pariyadanam (or paryadanam as some say I should spell it!) in Kovalam. http://t.co/zqgz6Derlg
2014-03-27 12:50:16+00:00,ShashiTharoor,Greeted inmates of the St Mary's Provincial Convent as we passed through Prashant Nagar today. http://t.co/nCVXAWgAQX
2014-03-27 11:44:00+00:00,ShashiTharoor,Signed copy of Pax Indica 4a constituent after a campaign event.Delighted by its popularity among young readers here! http://t.co/79RN0NKlsC
2014-03-27 11:39:47+00:00,ShashiTharoor,Sharing a laugh with BJP candidate O.Rajagopal after a discussion on Trivandrum's coastal development recently. http://t.co/eujeKtqb18
2014-03-27 07:48:03+00:00,ShashiTharoor,"Receiving ""chandanam and prasadam"" from a constituent in Njandoorkonam today as our pariyadanam passes by a temple! http://t.co/VXkvjT57WV"
2014-03-27 04:18:44+00:00,ShashiTharoor,Photograph of our pariyadanam passing through Thampanoor yesterday. Campaign continues in Kazhakuttam today. http://t.co/6seprMaJt0
2014-03-26 17:31:55+00:00,ShashiTharoor,Never sneer at politicians kissing babies. I do it a lot. But offering your baby is the greatest sign of trust in a political leader.
2014-03-26 17:29:55+00:00,ShashiTharoor,"Still,seeing people standing in darkened doorways even at 10pm just to wave at me passing by is touching&amp;humbling. Politics IS human contact"
2014-03-26 17:27:56+00:00,ShashiTharoor,Day 4 of pariyadanam ending after enthusiastic receptions everywhere in TrivandrumCentral. Exhilarated. But Exhausted is now my middle name.
2014-03-26 08:13:14+00:00,ShashiTharoor,Huge crowds of supporters as we pass through Rajaji Nagar in Thiruvananthapuram during today's pariyadanam! http://t.co/P0dVkXU4Yw
2014-03-26 05:43:07+00:00,ShashiTharoor,@katie_abraham delighted to hear the news and all the best!
2014-03-26 05:41:54+00:00,ShashiTharoor,@JIPPY__JACK here you go: http://t.co/DbgzsLMGCp Please read it in conjunction with my MP's report http://t.co/i078j9trdi
2014-03-26 05:15:39+00:00,ShashiTharoor,With Kerala Home Minister Ramesh Chennithala &amp; Health Minister Sivakumar at inauguration of pariyadanam in Palayam. http://t.co/EIvoQooLjp
2014-03-25 11:34:32+00:00,ShashiTharoor,"In addition to my 5-year MP's Report, here's my Manifesto in English&amp;Malayalam for a 2nd term in Thiruvananthapuram http://t.co/DbgzsLMGCp"
2014-03-25 06:15:00+00:00,ShashiTharoor,@swapnilbhave thanks for the idea. Will ask my team to look into it.
2014-03-25 06:14:34+00:00,ShashiTharoor,"Driving through Neyyattinkara with local MLA R Selvaraj. Many speeches, interactions, and market visits coming up! http://t.co/Bh9PQCGCDb"
2014-03-25 06:08:48+00:00,ShashiTharoor,Pariyadanam in Neyyattinkara today. Speaking to voters in Bharanyam after a meeting in Pazhayakada earlier. http://t.co/t9UhuW1cmm
2014-03-24 19:00:58+00:00,ShashiTharoor,"Pariyadanam rigours: After standing&amp;waving for 14 hours daily (minus a 30-min lunch break), am aching in places I didn't know I had places!"
2014-03-24 18:59:42+00:00,ShashiTharoor,"Day 2 of ""pariyadanam"" travels on jeep-top through my constituency. Vattiyoorkavu yesterday, Parassala today, Neyyattinkara tomorrow.14 days"
2014-03-24 13:00:06+00:00,ShashiTharoor,My latest @ndtv piece in the form of a letter to young voters as they exercise their democratic right 4 the 1st time: http://t.co/sHybcGqZPa
2014-03-24 12:57:13+00:00,ShashiTharoor,"For those who missed all our campaign photographs, a Facebook link with a compilation: https://t.co/4lzRTZmfZu"
2014-03-24 08:42:46+00:00,ShashiTharoor,@baharichse many thanks!
2014-03-24 08:40:05+00:00,ShashiTharoor,Thrilled &amp; touched by tremendous groundswell of support at Parassala. With another constituent at the local market! http://t.co/UhSoaRkmuj
2014-03-24 08:36:43+00:00,ShashiTharoor,"At Parassala market with local MLA A.T.George, interacting with an enthusiastic supporter and fisherman! http://t.co/91mYyvN4Sg"
2014-03-24 08:32:58+00:00,ShashiTharoor,"Visited Kalayikkavila today, where the major NH47 bypass project which we implemented after 43 years concludes. http://t.co/ff1Z9zumFr"
2014-03-23 05:18:45+00:00,ShashiTharoor,@pksurendran of course they don't. Which is why we are highlighting the good work my team and I have done over 5 yrs http://t.co/i078j9trdi
2014-03-23 05:16:58+00:00,ShashiTharoor,Interacting with voters as we pass through Nambavankavu. 18-hour days of roadshows for the next two weeks! http://t.co/vEhtvfuZMB
2014-03-23 04:15:03+00:00,ShashiTharoor,Began our roadshow in Vattiyurkavu after prayers at the Udayannur Devi Temple with local MLA K Muraleedharan. http://t.co/bRBsZBwU2Y
2014-03-23 04:06:13+00:00,ShashiTharoor,@shilpitewari I have no goons and the gentleman died of a heart attack. My statement on this: http://t.co/nXHonJngj7
2014-03-23 03:59:55+00:00,ShashiTharoor,"Posing with my ""election-mobile"" as we begin our roadshows today.Two weeks of driving through the constituency ahead! http://t.co/vWiEmPBjca"
2014-03-22 14:07:30+00:00,ShashiTharoor,The brother of the late Yousuf files complaint against the liars of the Left for using a family tragedy 2 vilify me. http://t.co/IyE6wSJzEL
2014-03-22 12:14:53+00:00,ShashiTharoor,With CM @Oommen_Chandy as he interacts with the press after our rally at Amboori in Thiruvananthapuram. http://t.co/DeXMrhN838
2014-03-22 12:07:47+00:00,ShashiTharoor,"A view of the Valiya Kulam (""big pond"") at Chenkkal in Thiruvananthapuram, which I helped clean up some years ago. http://t.co/mV0rdg0GRj"
2014-03-22 09:13:36+00:00,ShashiTharoor,"I have discovered how unprincipled,  amoral &amp;dishonest so many political rivals are. There's no depth to which they won't sink. Contemptible"
2014-03-22 09:06:48+00:00,ShashiTharoor,A heart patient dies a natural death peacefully with his family &amp;cheap pols invent an assault to blame his death on me. And twits lap it up!
2014-03-22 09:05:13+00:00,ShashiTharoor,Amazed to see how easy it is to invent lies about a wholly imaginary incident &amp;create a social media campaign around it. Can't believe it.
2014-03-22 08:51:23+00:00,ShashiTharoor,@1670manoj facts? What facts? Concoctions somehow known only to my political opponents?  @shekharkapur @VineethJose
2014-03-22 08:15:32+00:00,ShashiTharoor,My statement on the death of Mr Yousuf &amp; the opposition's inhumane politicization of the sad event 2 slander me again http://t.co/1R2e4z2pqS
2014-03-22 07:53:37+00:00,ShashiTharoor,A section of the rapt audience braving the noonday heat in Neyyattinkara as CM @Oommen_Chandy campaigns for me http://t.co/CmjhLgQWYI
2014-03-22 06:33:27+00:00,ShashiTharoor,With CM @Oommen_Chandy and other leaders addressing constituents in Pachallur. 7 interactions with CM planned today! http://t.co/Wx8d4bEWAf
2014-03-22 05:29:02+00:00,ShashiTharoor,@ronthedon007 @arvindjshah Absolute lies!The gentleman died unfortunately of heart attack &amp; malicious elements promptly invented this story.
2014-03-22 04:58:11+00:00,ShashiTharoor,"Addressing a rally in Peroorkada with CM @Oommen_Chandy,Minister Sivakumar,K Muraleedharan MLA and other UDF leaders. http://t.co/7OGkEZToSC"
2014-03-22 04:54:22+00:00,ShashiTharoor,Another photograph from our campaign on the streets of Thiruvananthapuram. http://t.co/yKXLa9eo9i
