Date,User,Tweet
2014-01-05 14:33:33+00:00,AamAadmiParty,"Mr.Prashant Bhushan and Mr.Sanjay Singh said that within the next month,the party will announce names of most of its candidates.
#AAP4LS2014"
2014-01-05 14:30:36+00:00,AamAadmiParty,"AAP today announced that it will contest the upcoming Loksabha elections from maximum number of seats. #AAP4LS2014 

http://t.co/Noe384nrcd"
2014-01-05 13:16:33+00:00,AamAadmiParty,"Arvind Kejriwal seeks 40 new anti-graft officers - 

http://t.co/t3oSiDGOkd #AAPGovtInDelhi"
2014-01-05 12:58:00+00:00,AamAadmiParty,"Corrupt will not be spared, Arvind Kejriwal asserts 

http://t.co/7HzU66R9iR  #AAPGovtInDelhi"
2014-01-05 07:00:50+00:00,AamAadmiParty,"Strength of common man, AAP Wave hitting entire India 
#AAP4LS2014"
2014-01-05 06:48:45+00:00,AamAadmiParty,"दिल्ली बदलेगी 
देश बदलेगा 
#AAP4LS2014"
2014-01-05 04:26:34+00:00,AamAadmiParty,"Delhi govt to initiate schemes for labourers, contract workers - http://t.co/NxDcHBArLJ #AAPGovtInDelhi"
2014-01-05 04:01:30+00:00,AamAadmiParty,Monitoring facilities in Delhi schools - http://t.co/dAWanONSIK #AAPGovtInDelhi
2014-01-05 04:00:41+00:00,AamAadmiParty,#AAP to contest in many states in the 2014 Loksabha elections -  http://t.co/Noe384nrcd
2014-01-04 12:11:45+00:00,AamAadmiParty,All exposes made by the #AAP can be found on our website - http://t.co/CsP0FCdl8c
2014-01-04 10:11:18+00:00,AamAadmiParty,"We dont encourage #ThankYou hoardings all around, dat too wid personal numbers asking ppl to join d party instead of using official helpline"
2014-01-04 08:22:15+00:00,AamAadmiParty,"Will not move into the two duplex flats allotted to me: @ArvindKejriwal 

News Link: http://t.co/y4U3sGWhec"
2014-01-04 07:59:45+00:00,AamAadmiParty,100 new night shelters to be opened for homeless: Sisodia.   Read more at: http://t.co/I20LflAUXd
2014-01-04 07:55:47+00:00,AamAadmiParty,"@AapYogendra said 'My dream, Kejriwal become PM' . 
News Courtesy: @aajtak 
http://t.co/ZrW6mCgIAm"
2014-01-03 05:04:49+00:00,AamAadmiParty,"MS Dhir to be the #AAP candidate for speaker - 

http://t.co/vGsQmoYlL5 #AAPGovtInDelhi"
2014-01-02 13:08:10+00:00,AamAadmiParty,#AAP wins majority. Congratulations to everyone!
2014-01-02 13:05:51+00:00,AamAadmiParty,BJP opposes the agenda proposed by AAP for the citizens of Delhi. Govt. wins the trust vote!
2014-01-02 13:03:53+00:00,AamAadmiParty,"@ArvindKejriwal : I am not asking for support for @AamAadmiParty or the govt. ""AAJ Kaun Sadasya Aam Aadmi ke saath khada hai"""
2014-01-02 11:18:08+00:00,AamAadmiParty,"#TrustVote4AAP gng on in Delhi assembly
Round 1 of debate over Congress hs declared support fr #AAP nd #BJP has decided to oppose it."
2014-01-02 10:27:28+00:00,AamAadmiParty,"Over 27 lakh collected in donations today. Thank you for the #VoteOfConfidence  

https://t.co/LGuqt3bede"
2014-01-01 15:43:59+00:00,AamAadmiParty,"कल तय होगा के ""आप"" की सरकार रहेगी या नहीं| हमें आम आदमी की ताकत पे भरोसा है, इस बार आम आदमी ने जंग छेरी है, जीत हमारी होगी|
#TrustVote4AAP"
2014-01-01 15:41:16+00:00,AamAadmiParty,AAP is trying every effort to fulfill its promises done with common people. Aam Aadmi will fulfil dreams of Aam Aadmi. #TrustVote4AAP
2014-01-01 15:20:23+00:00,AamAadmiParty,#AAPGovtInDelhi 45 new shelters to be made in Delhi. More details in the #AAP  press release - http://t.co/uZ4KVVCnSX
2014-01-01 13:56:04+00:00,AamAadmiParty,"2014 Calendar is same as that of 1947, History will repeat. Let us join hands in making India corruption free nation. http://t.co/oLJexHLaEP"
2014-01-01 13:17:19+00:00,AamAadmiParty,#AAPGovtInDelhi Delhi govt. orders CAG audit of three private power discoms | CAG will audit these firms. #AAP
2014-01-01 10:26:08+00:00,AamAadmiParty,Donate amount 2014 for better India on New Years Eve n feel proud. http://t.co/9NUH5DFqtt http://t.co/7Pyy7j3lmD
2014-01-01 10:14:56+00:00,AamAadmiParty,Let's kick off year 2014 by getting 2014 supporters donating Rs.2014 to support to AAP's Lok Sabha campaign. Donate:  http://t.co/N12MHaXzVo
2014-01-01 09:24:05+00:00,AamAadmiParty,"Live Webcast of Proceedings of First Session of the Fifth Legislative Assembly,1st January, 2014 at 2:00 P.M. onwards
http://t.co/xgguRG8oRV"
2013-12-31 19:22:32+00:00,AamAadmiParty,Happy New Year. Make new year resolution that you will do good deeds. Join the fight against corruption by not giving and taking bribe.
2013-12-31 16:36:50+00:00,AamAadmiParty,#AAPGovtInDelhi #AAP Press release on 15 thousand new auto permits in Delhi - http://t.co/pG3k50REqh
2013-12-31 16:29:55+00:00,AamAadmiParty,#AAPGovtInDelhi #AAP Press release on Electricity Tariff reduction - http://t.co/wMAyC4ILRs
2013-12-31 03:59:22+00:00,AamAadmiParty,Saluting the martyr Sh. Vinod Kumar - http://t.co/d0ymvEDQp6 #AAPGovtInDelhi
2013-12-30 11:56:43+00:00,AamAadmiParty,"As promised, 20K Liter of water will be supplied for free to Delhi #AAPinAction"
2013-12-30 11:46:24+00:00,AamAadmiParty,#AAPGovtInDelhi 20KL water free per month per family with functional water meter.
2013-12-30 11:44:53+00:00,AamAadmiParty,"Day 1, Decision 1 - 20KL water free, starting Jan 1. #AAPGovtInDelhi."
2013-12-30 08:42:44+00:00,AamAadmiParty,AAP Membership quadruples in Punjab to 1 Lakh.
2013-12-29 17:27:04+00:00,AamAadmiParty,"Aam Aadmi LOK SABHA 2014 nominations on. Interested ones register to: http://t.co/z9nDNBMuyj

Jai Hind"
2013-12-29 05:38:20+00:00,AamAadmiParty,"As #MyCMKejriwal forms the #AAPGovtInDelhi in Delhi, a tribute to the countless people who made it happen - http://t.co/CBJaZfrIiN #AAP"
2013-12-29 04:54:29+00:00,AamAadmiParty,"A big thank you, to all #AAP supporters, volunteers, members &amp; donors. This would not have been possible without you! http://t.co/CBJaZfrIiN"
2013-12-29 03:03:12+00:00,AamAadmiParty,"#AAPGovtInDelhi celebrated by #AAP donors, over Rs 20Lakh donated yesterday. Thank you! https://t.co/hptDolHAYI"
2013-12-29 03:01:07+00:00,AamAadmiParty,#AAPGovtInDelhi - This morning in HT: Team Kejriwal brimming with new ideas at the helm in Delhi - http://t.co/7TPXswhIr6
2013-12-29 02:59:20+00:00,AamAadmiParty,"#AAPGovtInDelhi In TOI this morning. AAP ka raj is here, exit VIPs - http://t.co/JAjxJ6R1ql"
2013-12-29 02:58:06+00:00,AamAadmiParty,"#AAPGovtInDelhi The day aam aadmi had a party: Arvind Kejriwal takes oaths, hits all the right notes : http://t.co/Dj4ZzmPlOH"
2013-12-28 15:40:34+00:00,AamAadmiParty,The council of ministers in Delhi - http://t.co/UN83o2KZIX #AAP
2013-12-28 13:46:54+00:00,AamAadmiParty,1st day &amp; #MyCMKejriwal working overtime.
2013-12-28 13:41:14+00:00,AamAadmiParty,"#MyCMKejriwal assumes office to work for Delhi, we urge you to @JoinAAP to work for the country! Join us online at http://t.co/5sI23RpwnT"
2013-12-28 11:26:40+00:00,AamAadmiParty,RT .@KumarBibhav: जनताराज...... http://t.co/sTppr3SjQx #MyCMKejriwal
2013-12-28 11:20:14+00:00,AamAadmiParty,And the work has started http://t.co/IFUHhN0eMc #MyCMKejriwal
2013-12-28 09:17:33+00:00,AamAadmiParty,Anna sends his blessings to Arvind &amp; his cabinet. http://t.co/lxMkJ1MM1O #AAP
2013-12-28 05:46:26+00:00,AamAadmiParty,Arvind will get down at Barahkhamba and then proceed towards Ramlila ground.
2013-12-28 05:03:20+00:00,AamAadmiParty,People gathered outside metro station to travel along with Arvind and others for the oath taking. http://t.co/QinBuVTtRY
2013-12-28 04:10:39+00:00,AamAadmiParty,This morning in ET: Lal Bahadur Shastri's grandson Adarsh Shastri leaves job at Apple to join #AAP http://t.co/mF9sIugtKt
2013-12-27 15:43:00+00:00,AamAadmiParty,"""@anandpassion: बनके भ्रस्टाचारी का काल, हमारा सी एम केजरीवाल #MyCMKejriwal"""
2013-12-26 15:52:17+00:00,AamAadmiParty,"#OperationKejriClean - 36 hours before #AAP govt. takes office, shocking revelations on DJB by @HeadlinesToday &amp; @aajtaknews"
2013-12-26 11:07:41+00:00,AamAadmiParty,"@AamAadmiParty invites nominations for LokSabha 2014 elections #LS2014
Link to form: http://t.co/z9nDNBMuyj"
2013-12-26 09:17:09+00:00,AamAadmiParty,We had said that we are here to change politics. We will make the people realize that politics is all abt serving the people. #JantaDarbaar
2013-12-26 03:40:45+00:00,AamAadmiParty,TOI - Arvind Kejriwal: We have called Congress's bluff: http://t.co/4OLkkfQAp0 #AAP
2013-12-25 17:25:52+00:00,AamAadmiParty,All honest peoples should come together in this fight against corruption.  #JoinAAP
2013-12-25 07:01:24+00:00,AamAadmiParty,#AAP is looking for volunteers across the country. Can you devote your spare time? Join us online at http://t.co/5sI23RpwnT
2013-12-25 04:16:52+00:00,AamAadmiParty,"Christmas spells out love, hope and joy. Pass it on to everyone in your life. Have a great #Christmas. #AAP"
2013-12-24 16:34:07+00:00,AamAadmiParty,"#AAP leaders say no to security &amp; ""Lal batti"" cars. Sincerely hope to usher a new, ""No VIP"" culture."
2013-12-24 15:57:51+00:00,AamAadmiParty,Aam Aadmi Party sends list of proposed cabinet to Lt Governor - http://t.co/4HXzJqTRpD
2013-12-24 09:20:13+00:00,AamAadmiParty,Know more about the AAP govt. formation - Short Video: https://t.co/ZAUdAq0xVT #AAP
2013-12-23 06:06:12+00:00,AamAadmiParty,@ArvindKejriwal to be Delhi's Chief Minister.
2013-12-23 06:01:53+00:00,AamAadmiParty,Aam Aadmi Government in Delhi.
2013-12-22 16:20:10+00:00,AamAadmiParty,"The online poll asking for opinion on Delhi govt. formation is now closed. Great response from people. Thank you, your opinion matters!"
2013-12-21 16:36:29+00:00,AamAadmiParty,#AAP4People Your opinion matters! http://t.co/NIi5LxbODy
2013-12-21 16:21:37+00:00,AamAadmiParty,"We together will bring true democracy. Govt of the people, for the people and by the people.  #AAP4People"
2013-12-21 13:00:50+00:00,AamAadmiParty,Nearly 7 lakh responses received. 1 more day to go. Have you sent your opinion yet? http://t.co/NIi5LxbODy
2013-12-20 16:38:37+00:00,AamAadmiParty,"Arvind Kejriwal wins the CNN-IBN
Indian of the year for the third time
in 8 years.  In 2006, 2011 and now in 2013.  #ProudOfUArvind"
2013-12-19 16:21:57+00:00,AamAadmiParty,इतने लम्बे इंतज़ार के बाद देश को वो जन लोक पाल नहीं मिला जिसका इंतज़ार था
2013-12-19 14:07:21+00:00,AamAadmiParty,RT .@abpnewstv: Election Commission recognises Aam Aadmi Party as state party.
2013-12-19 13:32:49+00:00,AamAadmiParty,So far #AAP has received a total of 5.25 Lakh responses via all channels (SMS/IVR/Web) on #ShouldAAPFormGovt. Still counting...
2013-12-19 12:11:57+00:00,AamAadmiParty,@Sourabh62 Its available at http://t.co/NIi5LxbODy
2013-12-19 12:00:52+00:00,AamAadmiParty,"Opinions continue to pour in. Participative democracy, by the people, at its best. Have you sent in your vote? http://t.co/NIi5LxbODy"
2013-12-19 04:59:01+00:00,AamAadmiParty,"Need A+ blood urgently in escorts hospital, Okhla, Delhi. Contact on 9654000524."
2013-12-17 16:59:05+00:00,AamAadmiParty,"We are trying to achieve participative democracy where janta will decide what to do?  call on 08806110335, press 1 or 2. #ShouldAAPformGovt?"
2013-12-17 16:50:30+00:00,AamAadmiParty,shud AAP form government? call on to 08806110335 yes or no.  #ShouldAAPformGovt?
2013-12-17 16:06:52+00:00,AamAadmiParty,"#ShudAAPformGovt Over 3 lakh responses received across web, IVR &amp; SMS in about 4 hours.People participating eagerly in decision making."
2013-12-17 15:40:55+00:00,AamAadmiParty,"#ShudAAPformGovt? Nearly 35,000 responses received on the website alone. Your opinion matters. http://t.co/NIi5LxbODy"
2013-12-17 13:16:05+00:00,AamAadmiParty,Read @ArvindKejriwal's appeal to the people of Delhi. And then vote for your preference. Your opinion maters. http://t.co/NIi5LxbODy
2013-12-17 10:30:54+00:00,AamAadmiParty,By Sunday evening there will be jansabha's in all 272 wards of Delhi and decide what to do. #AAP
2013-12-17 10:29:49+00:00,AamAadmiParty,#AAP को सरकार बनानी चाहिए या नहीं.? आप अपनी राय 'yes' या 'No' लिखकर 08806110335 पर भेज सकते है.
2013-12-17 10:29:30+00:00,AamAadmiParty,AAP will go to people of Delhi for their views till Sunday on whether to form government: Arvind Kejriwal.
2013-12-17 10:25:06+00:00,AamAadmiParty,Congress gave a reply to our letter but BJP did not even bother to reply to the #AAP letter: .@ArvindKejriwal
2013-12-16 14:31:38+00:00,AamAadmiParty,After loosing 3 elections the party with a difference wins the maximum seats.Yet does not form the govt. Wonder why? :-)
2013-12-15 08:54:22+00:00,AamAadmiParty,The net result of passing this Lokpal is that Rahul Gandhi will get some credit - .@ArvindKejriwal
2013-12-15 08:48:47+00:00,AamAadmiParty,"No Lokayukta in this Lokpal bill. No whistleblower protection, no citizen charter, no group C and C employees under this Lokpal. #AAP"
2013-12-15 08:46:32+00:00,AamAadmiParty,An independent and unbiased investigation is not possible if we go by the government Lokpal - Prashant Bhushan
2013-12-15 08:45:31+00:00,AamAadmiParty,The Govt. Lokpal will be appointed by politicians with vested interests. It will be ineffective - Prashant Bhushan
2013-12-15 08:43:42+00:00,AamAadmiParty,The government Lokpal will not curb corruption. It has many flaws - Prashant Bhushan.
2013-12-14 14:51:38+00:00,AamAadmiParty,"AAP will carry forward the fight for Strong JanLokPal.
#NoOneKilledJanLokPal"
2013-12-14 14:44:27+00:00,AamAadmiParty,"JanLokPal which
Congress Bjp wanting to pass isn't d one Nation is waiting for.
#NoOneKilledJanLokPal"
2013-12-14 05:57:35+00:00,AamAadmiParty,"32&gt;28. 32 asks 28 to take responsibility, says it will support. 28 says clarify stand on issues for support. 32 says ""You are arrogant"".Huh?"
2013-12-14 05:50:22+00:00,AamAadmiParty,"And now, Congress also accusing #AAP, not answering the specific questions raised by AAP. Why?"
2013-12-14 05:49:43+00:00,AamAadmiParty,You can find the letters writtent to BJP/Congress here  http://t.co/9AOqK3huKj
2013-12-14 05:41:11+00:00,AamAadmiParty,"This coming in: When BJP is cornered with specific questions on ""constructive opposition"", instead of answering, they are are accusing #AAP"
2013-12-14 05:38:30+00:00,AamAadmiParty,#AAP letter to Sonia and .@BJPRajnathSingh can be read at https://t.co/HkiJAUTbJy
2013-12-14 05:28:04+00:00,AamAadmiParty,"For first time in Indian Politics a party forming the government is putting forth its conditions, not the other way round. #AAP"
2013-12-14 05:27:18+00:00,AamAadmiParty,"LG has said that whenever #AAP is ready, it can contact the LG for government formation."
2013-12-14 05:26:42+00:00,AamAadmiParty,We will make their reply public. hold Jansabha's and ask the public if we should form government. We will wait fr BJP-Cpngress to reply #AAP
2013-12-14 05:25:40+00:00,AamAadmiParty,10) Regularization of MCD employess 11) Simplification of VAT 12) Villages 13) Women Security 14) Education 15) Health etc r the isses #AAP
2013-12-14 05:23:31+00:00,AamAadmiParty,6) Full statehood for Delhi 7) Action on water mafia 8) Regularization of unauthorised colonies wihin 1 yr 9) Rehabilitation of Jhuggis #AAP
2013-12-14 05:22:22+00:00,AamAadmiParty,4) Audit of power companies and reduction of power rates in Delhi 5) Investigation of power meters by independnet agency #AAP
2013-12-14 05:20:46+00:00,AamAadmiParty,"Issues are 1) No VIP secutrity, no govt. bunglow, no VIP culture 2) No MLA, Councillor funds 3) Janlokpal fr Delhi nd investigation of scams"
2013-12-14 05:19:07+00:00,AamAadmiParty,We want to know what is the stand of Congress-BJP on the 17-18 issues that we have sent in the letters. #AAP
