Date,User,Tweet,text,tokenize_text,polarity,sentiment
2014-05-10 12:15:34+00:00,narendramodi,Another picture from Robertsganj http://t.co/KGNF4ecA8N,another picture from robertsganj,another picture robertsganj,0.0,Neutral
2014-05-10 12:14:53+00:00,narendramodi,Here is a glimpse of the rally in Robertsganj in UP earlier in the day http://t.co/kxIq8Al99K http://t.co/JxoPcpkHDh,here is a glimpse of the rally in robertsganj in up earlier in the day,glimpse rally robertsganj earlier day,0.0,Neutral
2014-05-10 12:13:01+00:00,narendramodi,Concluded the campaign for 2014 Lok Sabha elections with a massive rally in Ballia in UP. I thank people for the wonderful response.,concluded the campaign for 2014 lok sabha elections with a massive rally in ballia in up i thank people for the wonderful response,concluded campaign 2014 lok sabha election massive rally ballia thank people wonderful response,0.5,Positive
2014-05-10 04:36:39+00:00,narendramodi,On the final day of the campaign will address 5 rallies across UP. Concluding rally will be in Ballia http://t.co/nwdEgjVEhj,on the final day of the campaign will address 5 rallies across up concluding rally will be in ballia,final day campaign address 5 rally across concluding rally ballia,0.0,Neutral
2014-05-09 18:10:35+00:00,narendramodi,छोटी उम्र में शहीद हुए मुन्ना श्रीवास्तव की पत्नी की इस प्रतिज्ञा ने मुझे अंदर तक झकझोर कर रख  दिया| ऐसे लाखों तपस्वियों को मेरा प्रणाम |,"At a very young age, thinking about the fall of Sharavasatva shook me to the core by writing like this.",At young age thinking fall Sharavasatva shook core writing like ,0.1,Neutral
2014-05-09 18:08:55+00:00,narendramodi,श्रीमती प्रिया श्रीवास्तव ने बताया की 16 मई तक उसने एक समय का भोजन त्याग रखा है | भाजपा की विजय के समाचार सुन कर ही अपना व्रत तोड़ेगी |,"Sharmat Paray Sarvastav told that till May 16, he has kept a one-time bhajan, listening to the news of BJP's victory, his fast",Sharmat Paray Sarvastav told till May 16 kept one time bhajan listening news BJP victory fast,0.2,Positive
2014-05-09 18:07:49+00:00,narendramodi,आज गोपालगंज की चुनावी सभा में पटना रैली बम-ब्लास्ट में शहीद हुए मुन्ना श्रीवास्तव की पत्नी प्रिया श्रीवास्तव और बेटी सोनाक्षी से मिलना हुआ |,"Today, I met the late Parya Sharvastava and his daughter Sankash, who was martyred in the Patna railway bombings, at the Gapalgaj election rally",Today I met late Parya Sharvastava daughter Sankash martyred Patna railway bombing Gapalgaj election rally,-0.3,Negative 
2014-05-09 16:26:28+00:00,narendramodi,Urged all those voting in last phase to set a new record by voting in large numbers http://t.co/eLTZwRXsez,urged all those voting in last phase to set a new record by voting in large numbers,urged voting last phase set new record voting large number,0.1168831168831168,Positive
2014-05-09 16:25:35+00:00,narendramodi,Today I was in UP &amp; Bihar and one has to be there at the rallies to believe the enthusiasm. People are looking to NDA as a ray of hope.,today i was in up amp bihar and one has to be there at the rallies to believe the enthusiasm people are looking to nda as a ray of hope,today amp bihar one rally believe enthusiasm people looking nda ray hope,0.0,Positive
2014-05-09 16:25:10+00:00,narendramodi,There are people sitting in AC rooms who say we are fatigued due to duration of polls but mood on the ground suggests otherwise.,there are people sitting in ac rooms who say we are fatigued due to duration of polls but mood on the ground suggests otherwise,people sitting ac room say fatigued due duration poll mood ground suggests otherwise,-0.125,Positive
2014-05-09 16:24:25+00:00,narendramodi,"Despite Congress efforts to bring caste &amp; communal politics in campaign, we remained focussed on our agenda of development &amp; good governance",despite congress efforts to bring caste amp communal politics in campaign we remained focussed on our agenda of development amp good governance,despite congress effort bring caste amp communal politics campaign remained focussed agenda development amp good governance,0.7,Positive
2014-05-09 16:24:00+00:00,narendramodi,From Day 1 Congress' attitude to Elections has been non-serious. They talked about everything apart from core issues &amp; what they did in Govt,from day 1 congress attitude to elections has been nonserious they talked about everything apart from core issues amp what they did in govt,day 1 congress attitude election nonserious talked everything apart core issue amp govt,0.0,Negative 
2014-05-09 16:23:36+00:00,narendramodi,I thank everyone who has tirelessly worked for the success of the 3D rallies! These rallies would not be possible without their efforts.,i thank everyone who has tirelessly worked for the success of the 3d rallies these rallies would not be possible without their efforts,thank everyone tirelessly worked success 3d rally rally would possible without effort,0.15,Positive
2014-05-09 16:23:09+00:00,narendramodi,Today was the final round of the Bharat Vijay 3D rallies. In all the rounds I addressed people from over 1300 locations across India.,today was the final round of the bharat vijay 3d rallies in all the rounds i addressed people from over 1300 locations across india,today final round bharat vijay 3d rally round addressed people 1300 location across india,-0.1333333333333333,Neutral
2014-05-09 13:36:31+00:00,narendramodi,Today will address the final round of Bharat Vijay 3D rallies. Don't miss this once in a lifetime experience http://t.co/8M4BOWSQ8C,today will address the final round of bharat vijay 3d rallies dont miss this once in a lifetime experience,today address final round bharat vijay 3d rally dont miss lifetime experience,-0.1,Positive
2014-05-09 13:35:34+00:00,narendramodi,"In Siwan I asked people if they want those days to return when criminals were given a free hand, they answered NO! http://t.co/ege8IogsMG",in siwan i asked people if they want those days to return when criminals were given a free hand they answered no,siwan asked people want day return criminal given free hand answered,0.0,Negative 
2014-05-09 13:33:15+00:00,narendramodi,Kerala Minister who came to meet me was reprimanded. Cong leader wanted Lata ji's Bharat Ratna taken back.This is politics of untouchability,kerala minister who came to meet me was reprimanded cong leader wanted lata ji bharat ratna taken back this is politics of untouchability,kerala minister came meet reprimanded cong leader wanted lata ji bharat ratna taken back politics untouchability,0.0,Negative 
2014-05-09 13:31:13+00:00,narendramodi,If someone does politics of untouchability it is the Congress &amp; those who made their political careers by following votebank politics.,if someone does politics of untouchability it is the congress amp those who made their political careers by following votebank politics,someone politics untouchability congress amp made political career following votebank politics,0.0,Negative 
2014-05-09 13:30:43+00:00,narendramodi,"As a Party President, using terms like ""Unch"" &amp; ""Neech"" does not suit Madam. Is the fear of defeat so much that she has to say such things?",as a party president using terms like unch amp neech does not suit madam is the fear of defeat so much that she has to say such things,party president using term like unch amp neech suit madam fear defeat much say thing,0.2,Negative 
2014-05-09 13:30:12+00:00,narendramodi,"Mirzapur's brass, carpet &amp; handloom industry face many problems &amp; brick kilns are not running. What have UP Govt. &amp; Centre done about it?",mirzapurs brass carpet amp handloom industry face many problems amp brick kilns are not running what have up govt amp centre done about it,mirzapurs brass carpet amp handloom industry face many problem amp brick kiln running govt amp centre done,0.5,Negative 
2014-05-09 13:29:00+00:00,narendramodi,Addressed rallies in UP &amp; Bihar. Here is a picture from Mirzapur rally http://t.co/1fohtzXkwI http://t.co/EShpkDXjGD,addressed rallies in up amp bihar here is a picture from mirzapur rally,addressed rally amp bihar picture mirzapur rally,0.0,Neutral
2014-05-08 18:00:45+00:00,narendramodi,Before the Rohaniya rally I addressed 3 rallies in UP. Here are the highlights http://t.co/mTuSm3mSAN,before the rohaniya rally i addressed 3 rallies in up here are the highlights,rohaniya rally addressed 3 rally highlight,0.0,Neutral
2014-05-08 18:00:11+00:00,narendramodi,A video was shared in Rohaniya on how Sabarmati's glory is restored. We are committed to do the same with Ganga http://t.co/No7UBhW2CM,a video was shared in rohaniya on how sabarmatis glory is restored we are committed to do the same with ganga,video shared rohaniya sabarmatis glory restored committed ganga,0.0,Positive
2014-05-08 17:59:14+00:00,narendramodi,"From tourism to giving better opportunities to Varanasi's weavers, there is lots to be done &amp; am sure with our efforts we will succeed.",from tourism to giving better opportunities to varanasis weavers there is lots to be done amp am sure with our efforts we will succeed,tourism giving better opportunity varanasis weaver lot done amp sure effort succeed,0.5,Positive
2014-05-08 17:57:15+00:00,narendramodi,Paid tributes to Shri Sone Lal Patel...have fond memories of interacting with him. Am sure he would be proud of Statue of Unity initiative.,paid tributes to shri sone lal patelhave fond memories of interacting with him am sure he would be proud of statue of unity initiative,paid tribute shri sone lal patelhave fond memory interacting sure would proud statue unity initiative,0.65,Positive
2014-05-08 17:55:57+00:00,narendramodi,At the Rohaniya rally Col. Nizamuddin joined us. He is over 100 years old &amp; devoted his life to the nation by joining the Azad Hind Fauj.,at the rohaniya rally col nizamuddin joined us he is over 100 years old amp devoted his life to the nation by joining the azad hind fauj,rohaniya rally col nizamuddin joined u 100 year old amp devoted life nation joining azad hind fauj,0.1,Positive
2014-05-08 17:54:29+00:00,narendramodi,I salute the hardwork &amp; determination of our Karyakartas of Varanasi who are selflessly devoted to giving BJP a record win from Varanasi.,i salute the hardwork amp determination of our karyakartas of varanasi who are selflessly devoted to giving bjp a record win from varanasi,salute hardwork amp determination karyakartas varanasi selflessly devoted giving bjp record win varanasi,0.8,Positive
2014-05-08 17:53:44+00:00,narendramodi,I am deeply grateful to people of Varanasi for their affection http://t.co/aE5oOcOHCO,i am deeply grateful to people of varanasi for their affection,deeply grateful people varanasi affection,0.0,Positive
2014-05-08 17:51:23+00:00,narendramodi,A picture from the Rohaniya rally http://t.co/Q7Q1KqEDK2,a picture from the rohaniya rally,picture rohaniya rally,0.0,Neutral
2014-05-08 17:50:37+00:00,narendramodi,Joined the rally in Rohaniya &amp; visited Party Office in Varanasi city http://t.co/hWqnTKeKtm,joined the rally in rohaniya amp visited party office in varanasi city,joined rally rohaniya amp visited party office varanasi city,0.0,Neutral
2014-05-08 10:30:39+00:00,narendramodi,"Amazing atmosphere at the rally in Rohaniya, which is a part of Varanasi Lok Sabha Seat. Join http://t.co/hnqiK86wEx",amazing atmosphere at the rally in rohaniya which is a part of varanasi lok sabha seat join,amazing atmosphere rally rohaniya part varanasi lok sabha seat join,0.6000000000000001,Positive
2014-05-08 02:55:18+00:00,narendramodi,My profound apologies to Ganga Maa for not being able to perform Aarti today. Wish these people know that a Mother's love is above politics.,my profound apologies to ganga maa for not being able to perform aarti today wish these people know that a mothers love is above politics,profound apology ganga maa able perform aarti today wish people know mother love politics,0.3611111111111111,Positive
2014-05-08 02:54:57+00:00,narendramodi,I appeal to my Karyakarta sisters &amp; brothers to maintain peace &amp; ensure that people do not face any difficulty.,i appeal to my karyakarta sisters amp brothers to maintain peace amp ensure that people do not face any difficulty,appeal karyakarta sister amp brother maintain peace amp ensure people face difficulty,0.0,Positive
2014-05-08 02:54:22+00:00,narendramodi,It is unfortunate that EC is not concerned about the institution's neutrality &amp; that is why our Karyakartas have to embark on a Satyagraha.,it is unfortunate that ec is not concerned about the institutions neutrality amp that is why our karyakartas have to embark on a satyagraha,unfortunate ec concerned institution neutrality amp karyakartas embark satyagraha,-0.5,Negative 
2014-05-07 16:32:31+00:00,narendramodi,Here are highlights of my campaign in Bihar today. It is clear Bihar is going to vote for development &amp; stability http://t.co/KXGVRQT5NB,here are highlights of my campaign in bihar today it is clear bihar is going to vote for development amp stability,highlight campaign bihar today clear bihar going vote development amp stability,0.1,Positive
2014-05-07 16:31:26+00:00,narendramodi,"People of Bengal should bless NDA, which is fully committed towards well-being of West Bengal &amp; its youth http://t.co/twtceQE7v2",people of bengal should bless nda which is fully committed towards wellbeing of west bengal amp its youth,people bengal bless nda fully committed towards wellbeing west bengal amp youth,0.0,Positive
2014-05-07 16:31:02+00:00,narendramodi,Didi wanted Bangladeshi infiltrators removed in 2005. Now due to votebank politics she supports them. People didn't expect such Poriborton!,didi wanted bangladeshi infiltrators removed in 2005 now due to votebank politics she supports them people didnt expect such poriborton,didi wanted bangladeshi infiltrator removed 2005 due votebank politics support people didnt expect poriborton,-0.125,Negative 
2014-05-07 16:30:36+00:00,narendramodi,"We admired Didi for the way she fought the Left. People of Bengal expected Poriborton but nothing has changed in last 3 yrs, only Didi has.",we admired didi for the way she fought the left people of bengal expected poriborton but nothing has changed in last 3 yrs only didi has,admired didi way fought left people bengal expected poriborton nothing changed last 3 yr didi,-0.0333333333333333,Negative 
2014-05-07 16:29:54+00:00,narendramodi,"Addressed rallies in Kolkata, Barasat &amp; Krishnanagar. I have received phenomenal affection from people of Bengal during the entire campaign.",addressed rallies in kolkata barasat amp krishnanagar i have received phenomenal affection from people of bengal during the entire campaign,addressed rally kolkata barasat amp krishnanagar received phenomenal affection people bengal entire campaign,0.25,Positive
2014-05-07 03:25:54+00:00,narendramodi,"I also call upon those voting in Assembly polls in AP &amp; those voting in Assembly by-polls in Bihar, HP, UP &amp; WB to vote in record numbers.",i also call upon those voting in assembly polls in ap amp those voting in assembly bypolls in bihar hp up amp wb to vote in record numbers,also call upon voting assembly poll ap amp voting assembly bypolls bihar hp amp wb vote record number,0.0,Positive
2014-05-07 03:24:10+00:00,narendramodi,Polling for 64 seats across 7 states is underway. I hope people will vote in large numbers &amp; youngsters will show the way in doing so.,polling for 64 seats across 7 states is underway i hope people will vote in large numbers amp youngsters will show the way in doing so,polling 64 seat across 7 state underway hope people vote large number amp youngster show way,0.2142857142857142,Positive
2014-05-06 16:22:57+00:00,narendramodi,"NDA is firmly committed to creating a Skilled India, breaking away from the Scam India under UPA's misrule http://t.co/Rbb9fLz4gj",nda is firmly committed to creating a skilled india breaking away from the scam india under upas misrule,nda firmly committed creating skilled india breaking away scam india upas misrule,0.15,Positive
2014-05-06 16:22:14+00:00,narendramodi,"Its a pity some minds can't see beyond balloons &amp; toffees. Today, their own Govt. has given what they call ""toffee"" yet another trophy!",its a pity some minds cant see beyond balloons amp toffees today their own govt has given what they call toffee yet another trophy,pity mind cant see beyond balloon amp toffee today govt given call toffee yet another trophy,-0.1,Negative 
2014-05-06 16:20:47+00:00,narendramodi,The report also notes simplicity of the process &amp; the fact that its done with minimum Govt. interference &amp; it ensures good return to farmers,the report also notes simplicity of the process amp the fact that its done with minimum govt interference amp it ensures good return to farmers,report also note simplicity process amp fact done minimum govt interference amp ensures good return farmer,0.7,Positive
2014-05-06 16:19:14+00:00,narendramodi,The Report lauds Guj's land Acquisition &amp; Allocation model as a best practice that can be emulated by other states http://t.co/ymBL06DZso,the report lauds gujs land acquisition amp allocation model as a best practice that can be emulated by other states,report lauds gujs land acquisition amp allocation model best practice emulated state,1.0,Positive
2014-05-06 16:18:15+00:00,narendramodi,I wish my friends in the Congress who keep abusing Gujarat would have read their own Govt's report that has lauded Gujarat's development.,i wish my friends in the congress who keep abusing gujarat would have read their own govts report that has lauded gujarats development,wish friend congress keep abusing gujarat would read govts report lauded gujarat development,0.0,Positive
2014-05-06 16:17:58+00:00,narendramodi,Campaign for 2014 Elections is reaching its final stages but no Congress leader has talked about development issues. Very sad.,campaign for 2014 elections is reaching its final stages but no congress leader has talked about development issues very sad,campaign 2014 election reaching final stage congress leader talked development issue sad,-0.25,Positive
2014-05-06 16:17:36+00:00,narendramodi,Connected with people voting in final phase during today's 3D rallies. My thanks to people from over 100 locations who joined the rallies.,connected with people voting in final phase during todays 3d rallies my thanks to people from over 100 locations who joined the rallies,connected people voting final phase today 3d rally thanks people 100 location joined rally,0.1,Positive
2014-05-06 13:25:31+00:00,narendramodi,Will address a round of 3D rallies. Join http://t.co/kkDu5U7Jhi,will address a round of 3d rallies join,address round 3d rally join,-0.2,Neutral
2014-05-06 13:25:06+00:00,narendramodi,Back from the campaign in UP. Addressed 4 large rallies. Here are the highlights from the campaign http://t.co/BWnVvJZlQ9,back from the campaign in up addressed 4 large rallies here are the highlights from the campaign,back campaign addressed 4 large rally highlight campaign,0.1071428571428571,Neutral
2014-05-06 03:51:04+00:00,narendramodi,इसी ‘नीच राजनीति’ की ऊँचाई भारत माँ को एक समृद्ध और शक्तिशाली राष्ट्र के रूप में विश्व में स्थान दिलाने की ताकत रखती है |,The height of this silver has the power to hold a place in the world as a rich and powerful writer of India.,The height silver power hold place world rich powerful writer India ,0.3375,Positive
2014-05-06 03:50:40+00:00,narendramodi,इसी ‘नीच राजनीति’ की ऊँचाई पिछले ६० सालो के कुशासन और वोट बैंक की राजनीति से भारत को मुक्त कर ..भारत माँ के कोटि कोटि जन के आँसू पोंछेगी,The height of this lower ridge is about the same as that of the ridges of the last 60 years.,The height lower ridge ridge last 60 year ,0.0,Negative 
2014-05-06 03:49:41+00:00,narendramodi,"हो सकता है कुछ लोगों को यह नजर नहीं आता हो पर निचली जातियों के त्याग, बलिदान और पुरुषार्थ की देश को इस ऊँचाई पर पहुँचाने में अहम भूमिका है |","It may be that it is not visible to some, but there is an important role in the identification of the low castes at this height of Tig Baldan and Parsarith Dasha.",It may visible important role identification low caste height Tig Baldan Parsarith Dasha ,0.2,Positive
2014-05-06 03:49:07+00:00,narendramodi,सामाजिक रूप से निचले वर्ग से आया हूँ इसलिये मेरी राजनीति उन लोगों के लिये ‘नीच राजनीति’ ही होगी |,"Understanding that rips have come from the lower classes, so the idols will be painted for those people.",Understanding rip come lower class idol painted people ,0.0,Negative 
2014-05-05 14:58:22+00:00,narendramodi,#NowFollowing @superstarrajini. Delighted to see the Superstar on Twitter. A warm welcome http://t.co/ewcPnySggb,delighted to see the superstar on twitter a warm welcome,delighted see superstar twitter warm welcome,0.6999999999999998,Positive
2014-05-05 14:56:14+00:00,narendramodi,My best wishes to pilgrims from all over India as the Badrinath Temple opens today.,my best wishes to pilgrims from all over india as the badrinath temple opens today,best wish pilgrim india badrinath temple open today,0.5,Positive
2014-05-05 12:25:11+00:00,narendramodi,A vote for @smritiirani is a vote for progress. She will do for Amethi in 60 months what they never did all these yrs http://t.co/IfWBecjXHn,a vote for  is a vote for progress she will do for amethi in 60 months what they never did all these yrs,vote vote progress amethi 60 month never yr,0.0,Positive
2014-05-05 12:24:04+00:00,narendramodi,They looted the nation in the name of the poor but now it is the son of a poor man who is challenging them. They are not able to digest that,they looted the nation in the name of the poor but now it is the son of a poor man who is challenging them they are not able to digest that,looted nation name poor son poor man challenging able digest,0.0499999999999999,Negative 
2014-05-05 12:23:41+00:00,narendramodi,A leader talking about women empowerment has failed to build facilities to educate girls in his own constituency! What can be more ironical.,a leader talking about women empowerment has failed to build facilities to educate girls in his own constituency what can be more ironical,leader talking woman empowerment failed build facility educate girl constituency ironical,-0.5,Negative 
2014-05-05 12:23:20+00:00,narendramodi,Congress leaders can talk about everything from Modi to the Gujarat model but have they spoken a word on what they have done for Amethi?,congress leaders can talk about everything from modi to the gujarat model but have they spoken a word on what they have done for amethi,congress leader talk everything modi gujarat model spoken word done amethi,0.0,Negative 
2014-05-05 12:22:53+00:00,narendramodi,I went to Amethi with a message of change. For years 1 family has ruined Amethi. I went to sow seeds of a better future for Amethi.,i went to amethi with a message of change for years 1 family has ruined amethi i went to sow seeds of a better future for amethi,went amethi message change year 1 family ruined amethi went sow seed better future amethi,0.25,Negative 
2014-05-05 12:22:00+00:00,narendramodi,Thank you Amethi. Send a Lotus to Delhi from Amethi &amp; make @smritiirani victorious by a record margin! http://t.co/ycPoonUT3f,thank you amethi send a lotus to delhi from amethi amp make  victorious by a record margin,thank amethi send lotus delhi amethi amp make victorious record margin,0.0,Positive
2014-05-05 10:14:38+00:00,narendramodi,Amethi elected 3 members of 1 family over the years but what did it get? This BJP Charge Sheet tells you just that http://t.co/EQyFwTDrTs,amethi elected 3 members of 1 family over the years but what did it get this bjp charge sheet tells you just that,amethi elected 3 member 1 family year get bjp charge sheet tell,0.0,Negative 
2014-05-05 10:13:11+00:00,narendramodi,"After addressing rallies across UP, will address a rally in Amethi in support of @smritiirani. Looking forward to the rally.",after addressing rallies across up will address a rally in amethi in support of  looking forward to the rally,addressing rally across address rally amethi support looking forward rally,0.0,Positive
